Time_Stamp,Year,Month,Response_ID,Hunger_Experience,Moving_Times,Self_Confidence,Hometown,Age,Parental_Income,Race_Ethnicity,School_Year,Transfer_Student,College,Gender_Identity,Sex,Living_Location,
5/16/2021 13:45,2021,May,297,No,4,Agree somewhat,"New York City, New York, 10021",19,"$300,000 - $499,999",Hispanic,2nd year undergraduate,No,College of Engineering,Man,Male,On campus,
5/16/2021 14:28,2021,May,298,No,0,Agree slightly,"Westhampton Beach, New York  11978",22,"$60,000 - $99,999","White (of European descent),Hispanic",4th year undergraduate,No,College of Engineering,Woman,Male,Off campus,
5/16/2021 15:15,2021,May,299,Yes,2,Agree slightly,"Silver Spring, MD",21,"$60,000 - $99,999",Black,4th year undergraduate,No,College of Human Ecology,Woman,Female,On campus,
5/16/2021 21:33,2021,May,300,No,0,Agree somewhat,"Delanson, New York 12053",21,"$100,000 - $174,999",White (of European descent),4th year undergraduate,No,College of Arts and Sciences,Man,Male,Off campus,
5/9/2021 22:52,2021,May,301,,,,,,,,,,,,,,
5/16/2021 21:51,2021,May,302,Yes,3,Don't know / not applicable,"Ocean, New Jersey 07712",19,"$100,000 - $174,999",Asian,2nd year undergraduate,No,College of Engineering,Woman,Female,Off campus,
5/17/2021 6:09,2021,May,303,No,0,Agree slightly,"Naperville, Illinois 60564",19,"$100,000 - $174,999",Asian,2nd year undergraduate,No,College of Engineering,Woman,Female,Off campus,
5/17/2021 10:35,2021,May,304,No,1,Agree slightly,"Bronx, New York 10468.",19,"$60,000 - $99,999",Hispanic,1st year undergraduate,No,College of Arts and Sciences,Man,Male,Off campus,
5/17/2021 11:27,2021,May,305,No,2,Agree strongly,NYC,19,"$500,000 - $749,999",White (of European descent),1st year undergraduate,No,College of Arts and Sciences,Man,Male,On campus,
5/17/2021 13:08,2021,May,306,No,0,Agree slightly,"Walworth, New York 14568",21,"$60,000 - $99,999",White (of European descent),3rd year undergraduate,No,College of Agriculture and Life Sciences,Man,Male,On campus,
5/17/2021 14:34,2021,May,307,No,0,Agree slightly,"Sao Paulo, Sao Paulo (Brazil), 04726-160 ",21,"Below $40,000",Asian,4th year undergraduate,No,College of Human Ecology,Woman,Female,Off campus,
5/17/2021 18:16,2021,May,308,Don't know,2,Disagree slightly,twinsburg 44087 OH,19,"Below $40,000","White (of European descent),Hispanic",1st year undergraduate,No,College of Arts and Sciences,Man,Male,On campus,
5/10/2021 19:12,2021,May,309,,,,,,,,,,,,,,
5/11/2021 1:58,2021,May,310,,,,,,,,,,,,,,
5/11/2021 8:02,2021,May,311,,,,,,,,,,,,,,
5/18/2021 15:31,2021,May,312,No,3,Agree strongly,"California, 92880",20,"Below $40,000",Black,3rd year undergraduate,No,College of Agriculture and Life Sciences,Woman,Female,Off campus,
5/11/2021 21:56,2021,May,313,No,1,Agree slightly,,,,,,,,,,,
5/19/2021 9:40,2021,May,314,No,1,Agree somewhat,"Johannesburg, Michigan 49751",20,"$100,000 - $174,999",White (of European descent),2nd year undergraduate,No,College of Agriculture and Life Sciences,Man,Male,On campus,
5/19/2021 10:49,2021,May,315,Yes,7,Agree slightly,"Staten Island, New York 10305",18,"$60,000 - $99,999",Hispanic,1st year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
5/19/2021 17:32,2021,May,316,No,1,Don't know / not applicable,"Boston, MA 02118",22,"$300,000 - $499,999",White (of European descent),4th year undergraduate,Yes,College of Arts and Sciences,Woman,Female,Off campus,
5/19/2021 20:43,2021,May,317,No,5,Agree strongly,"East Aurora, New York, 14052",20,"$60,000 - $99,999",White (of European descent),2nd year undergraduate,Yes,College of Arts and Sciences,Man,Male,On campus,
5/12/2021 21:39,2021,May,318,No,3,Disagree strongly,,,,,,,,,,,
5/12/2021 22:09,2021,May,319,,,,,,,,,,,,,,
5/19/2021 23:49,2021,May,320,No,3,Don't know / not applicable,"Woodbridge, NJ 07095",21,"$100,000 - $174,999",Black,3rd year undergraduate,No,College of Human Ecology,Woman,Female,On campus,
5/20/2021 6:54,2021,May,321,,,,"Greenwich, Connecticut 06830",19,"More than $750,000",White (of European descent),1st year undergraduate,No,College of Agriculture and Life Sciences,Man,Male,Off campus,
5/20/2021 8:01,2021,May,322,No,1,Disagree slightly,"Ellington, Connecticut 06029",21,"$175,000 - $299,999",Asian,3rd year undergraduate,No,College of Arts and Sciences,Man,Male,Off campus,
5/20/2021 8:42,2021,May,323,Don't know,1,Don't know / not applicable,"Cortland, New York 13045",20,"$100,000 - $174,999",White (of European descent),3rd year undergraduate,No,College of Engineering,Man,Male,Off campus,
5/20/2021 11:58,2021,May,324,No,1,Disagree slightly,"Wilmette, Illinois, 60091",19,"More than $750,000",White (of European descent),1st year undergraduate,No,College of Human Ecology,Woman,Female,On campus,
5/20/2021 12:12,2021,May,325,No,6,Agree slightly,"Scarsdale, NY 10583",22,"$500,000 - $749,999",Asian,4th year undergraduate,Yes,SC Johnson College of Business,Man,Male,Off campus,
5/20/2021 12:27,2021,May,326,Don't know,0,Agree strongly,"Brooklyn, New York, 11233",18,"Below $40,000",White (of European descent),1st year undergraduate,No,College of Engineering,Man,Male,On campus,
5/20/2021 15:24,2021,May,327,No,3,Disagree slightly,"Clarksville, MD 21029",18,"Below $40,000","Asian,Pacific Islander",1st year undergraduate,No,College of Arts and Sciences,Man,Male,On campus,
5/20/2021 15:42,2021,May,328,No,4,Agree slightly,"New Cumberland, Pennsylvania 17070",18,"$100,000 - $174,999","White (of European descent),Hispanic",1st year undergraduate,No,College of Arts and Sciences,Man,Male,Off campus,
5/20/2021 18:18,2021,May,329,No,0,Don't know / not applicable,"Glen Rock, New Jersey, 07452",21,"$100,000 - $174,999","White (of European descent),Hispanic",3rd year undergraduate,No,College of Arts and Sciences,Man,Male,Off campus,
5/20/2021 18:10,2021,May,330,No,2,Don't know / not applicable,"Glastonbury, Connecticut 06033",18,"$60,000 - $99,999",Middle Eastern,1st year undergraduate,No,College of Engineering,Woman,Female,On campus,
5/20/2021 15:48,2021,May,331,No,1,Disagree slightly,"Great Neck, New York, 11020",18,"$500,000 - $749,999",Asian,1st year undergraduate,No,School of Industrial and Labor Relations,Man,Male,On campus,
5/20/2021 20:18,2021,May,332,No,2,Agree strongly,"Gettysburg, Pennsylvania 17325",20,"$100,000 - $174,999",White (of European descent),2nd year undergraduate,No,College of Arts and Sciences,Man,Male,On campus,
5/13/2021 22:16,2021,May,333,,,,,,,,,,,,,,
5/13/2021 23:10,2021,May,334,,,,,,,,,,,,,,
5/14/2021 6:33,2021,May,335,,,,,,,,,,,,,,
5/14/2021 15:33,2021,May,336,,,,,,,,,,,,,,
5/14/2021 16:37,2021,May,337,,,,,,,,,,,,,,
5/14/2021 19:23,2021,May,338,No,1,,,,,,,,,,,,
5/14/2021 21:44,2021,May,339,,,,,,,,,,,,,,
5/14/2021 21:29,2021,May,340,No,,,,,,,,,,,,,
5/14/2021 21:53,2021,May,341,,,,,,,,,,,,,,
5/16/2021 19:22,2021,May,342,Yes,3,,,,,,,,,,,,
5/18/2021 15:16,2021,May,343,,,,,,,,,,,,,,
5/19/2021 20:35,2021,May,344,,,,,,,,,,,,,,
5/20/2021 18:16,2021,May,345,,,,,,,,,,,,,,
6/13/2021 15:59,2021,June,346,No,0,Agree somewhat,"Reston, VA 20194",21,"$500,000 - $749,999",Asian,4th year undergraduate,No,College of Engineering,Woman,Female,On campus,
6/21/2021 12:46,2021,June,347,No,2,Disagree slightly,"West Lafayette, Indiana 47906",18,"$175,000 - $299,999",Middle Eastern,2nd year undergraduate,No,Weill Cornell Medicine,Woman,Female,Off campus,
6/21/2021 16:51,2021,June,348,No,3,Agree slightly,Miami FL 33143,21,"$500,000 - $749,999","White (of European descent),Hispanic",4th year undergraduate,No,College of Agriculture and Life Sciences,Woman,Female,Off campus,
6/22/2021 15:41,2021,June,349,No,5,Agree slightly,"North Attleboro, Massachusetts 02760",18,"$175,000 - $299,999",Asian,1st year undergraduate,No,College of Arts and Sciences,Woman,Female,Off campus,
6/23/2021 4:11,2021,June,350,No,0,Don't know / not applicable,"Guangzhou, Guangdong, 510060",22,"$100,000 - $174,999",Asian,4th year undergraduate,No,College of Arts and Sciences,Woman,Female,Off campus,
6/24/2021 14:10,2021,June,351,No,1,Disagree slightly,"Columbia, Missouri 65201",20,"$300,000 - $499,999",Middle Eastern,Graduate student,No,Weill Cornell Medicine,Woman,Female,Off campus,
6/24/2021 14:50,2021,June,352,No,0,Don't know / not applicable,qatar,18,"$40,000 - $59,999",Middle Eastern,2nd year undergraduate,No,Weill Cornell Medicine,Woman,Female,Off campus,
6/26/2021 10:41,2021,June,353,Don't know,2,Don't know / not applicable,"Bronx, New York 10453",21,"$40,000 - $59,999",Asian,3rd year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
6/21/2021 11:00,2021,June,354,,,,,,,,,,,,,,
6/21/2021 18:37,2021,June,355,,,,,,,,,,,,,,
6/29/2021 6:06,2021,June,356,No,0,Agree slightly,"Doha,Qatar 0000",19,"$175,000 - $299,999",Middle Eastern,2nd year undergraduate,No,Weill Cornell Medicine,Man,Male,Off campus,
6/30/2021 14:21,2021,June,357,No,2,Agree somewhat,"Reston, VA 20170",18,"$175,000 - $299,999",Asian,1st year undergraduate,No,College of Arts and Sciences,Man,Male,On campus,
7/1/2021 6:10,2021,July,358,No,3,Agree somewhat,"no hometown, never felt like I ever had one",23,"$175,000 - $299,999","White (of European descent),Asian",Graduate student,No,College of Agriculture and Life Sciences,Man,Male,Off campus,
7/2/2021 6:40,2021,July,359,No,2,Agree slightly,-,20,"$60,000 - $99,999",Middle Eastern,2nd year undergraduate,No,Weill Cornell Medicine,Man,Male,Off campus,
6/25/2021 22:58,2021,June,360,,,,,,,,,,,,,,
6/25/2021 22:59,2021,June,361,,,,,,,,,,,,,,
6/25/2021 23:07,2021,June,362,,,,,,,,,,,,,,
7/4/2021 9:59,2021,July,363,No,0,Agree somewhat,Qatar,20,"$40,000 - $59,999",Middle Eastern,3rd year undergraduate,No,Weill Cornell Medicine,Woman,Female,Off campus,
7/6/2021 7:30,2021,July,364,No,0,Don't know / not applicable,Doha,19,"$40,000 - $59,999",Middle Eastern,2nd year undergraduate,No,Weill Cornell Medicine,Woman,Female,Off campus,
7/6/2021 19:45,2021,July,365,No,4,Agree slightly,Shanghai 200336,16,"More than $750,000",Asian,1st year undergraduate,No,College of Agriculture and Life Sciences,Woman,Female,On campus,
7/7/2021 9:33,2021,July,366,No,1,Agree somewhat,"China, Sichuan, 610000",16,"$60,000 - $99,999",Asian,1st year undergraduate,Yes,College of Arts and Sciences,Man,Male,Off campus,
6/30/2021 13:51,2021,June,367,No,2,Agree somewhat,,,,,,,,,,,
7/8/2021 5:59,2021,July,368,Yes,2,Don't know / not applicable,"Jiaxing, Zhejiang 314000",18,"$60,000 - $99,999",Asian,1st year undergraduate,No,College of Agriculture and Life Sciences,Woman,Female,Off campus,
7/1/2021 17:12,2021,July,369,,,,,,,,,,,,,,
7/1/2021 17:03,2021,July,370,No,3,Disagree somewhat,,,,,,,,,,,
7/1/2021 17:17,2021,July,371,,,,,,,,,,,,,,
7/1/2021 5:32,2021,July,372,No,3,Disagree somewhat,,,,,,,,,,,
7/6/2021 7:30,2021,July,373,,,,,,,,,,,,,,
7/16/2021 19:58,2021,July,374,Yes,None,Agree somewhat,"Shanghai, China",18,"$60,000 - $99,999",Asian,1st year undergraduate,No,College of Arts and Sciences,Woman,Female,Off campus,
7/30/2021 4:25,2021,July,375,No,3,Agree somewhat,Seoul ,17,"$500,000 - $749,999",Asian,1st year undergraduate,No,College of Arts and Sciences,Woman,Female,Off campus,
7/31/2021 1:13,2021,July,376,No,3,Don't know / not applicable,Changwon,19,"$300,000 - $499,999",Asian,1st year undergraduate,Yes,College of Arts and Sciences,Woman,Female,Off campus,
7/31/2021 15:00,2021,July,377,No,0,Agree slightly,"Hazle Township, PA 18202",20,"$100,000 - $174,999","Hispanic,Asian",3rd year undergraduate,No,College of Engineering,Woman,Female,Off campus,
7/31/2021 19:25,2021,July,378,Yes,1,Don't know / not applicable,"Lagos, Nigeria",18,"Below $40,000",Black,3rd year undergraduate,No,College of Engineering,Woman,Female,On campus,
8/1/2021 11:43,2021,August,379,No,3,Agree slightly,doha,19,"Below $40,000",Middle Eastern,3rd year undergraduate,No,Weill Cornell Medicine,Woman,Female,Off campus,
7/28/2021 9:17,2021,July,380,No,4,Don't know / not applicable,,,,,,,,,,,
7/28/2021 9:59,2021,July,381,,,,,,,,,,,,,,
7/30/2021 23:36,2021,July,382,,,,,,,,,,,,,,
7/31/2021 14:46,2021,July,383,,,,,,,,,,,,,,
9/9/2021 15:19,2021,September,384,No,1,Don't know / not applicable,"Wilmington, North Carolina 28409",18,"$100,000 - $174,999",White (of European descent),2nd year undergraduate,Yes,College of Human Ecology,Man,Male,On campus,
9/9/2021 20:04,2021,September,385,No,0,Agree somewhat,"Campbell, California 95008",21,"$100,000 - $174,999","White (of European descent),Hispanic",4th year undergraduate,No,College of Human Ecology,Woman,Female,Off campus,
9/10/2021 6:49,2021,September,386,No,0,Disagree slightly,Hong Kong,18,"More than $750,000",Asian,2nd year undergraduate,No,College of Engineering,Man,Male,On campus,
9/10/2021 9:53,2021,September,387,No,1,Agree slightly,"Avon, CT, 06001",19,"$300,000 - $499,999",White (of European descent),2nd year undergraduate,No,College of Arts and Sciences,Man,Male,On campus,
9/10/2021 11:46,2021,September,388,No,0,Agree somewhat,"Lumberton, NJ 08048",21,"$175,000 - $299,999",White (of European descent),4th year undergraduate,No,SC Johnson College of Business,Woman,Female,Off campus,
9/10/2021 13:35,2021,September,389,No,0,Agree strongly,"Guilford, CT 06437",18,"$300,000 - $499,999","White (of European descent),Middle Eastern",1st year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
9/10/2021 14:01,2021,September,390,No,4,Disagree somewhat,Beverly Mass 01965,19,"Below $40,000",American Indian or Alaskan Native,1st year undergraduate,No,College of Arts and Sciences,Man,Male,On campus,
9/10/2021 15:32,2021,September,391,No,1,Agree slightly,"Brooklyn, New York 11214",18,"$60,000 - $99,999",Asian,3rd year undergraduate,No,SC Johnson College of Business,Woman,Female,Off campus,
9/10/2021 15:59,2021,September,392,No,III,Agree slightly,"Brooklyn, NY, 11234",18,"$100,000 - $174,999",Black,2nd year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
9/10/2021 17:24,2021,September,393,Yes,0,Agree somewhat,"Natick, Massachusetts 01760",19,"$100,000 - $174,999","American Indian or Alaskan Native,White (of European descent),Black,Hispanic,Mixed Race",2nd year undergraduate,No,College of Engineering,Woman,Female,On campus,
9/10/2021 17:56,2021,September,394,No,0,Agree slightly,"Dallas, Texas, 75233",19,"$60,000 - $99,999",Hispanic,2nd year undergraduate,No,College of Human Ecology,Woman,Female,On campus,
9/10/2021 14:08,2021,September,395,No,6,Agree slightly,"Hong Kong, Hong Kong, 14850",21,"More than $750,000",Asian,4th year undergraduate,No,College of Engineering,Woman,Female,Off campus,
9/10/2021 18:29,2021,September,396,Yes,1,Don't know / not applicable,"Farmington, Connecticut, 06032",20,"$60,000 - $99,999",White (of European descent),3rd year undergraduate,Yes,College of Arts and Sciences,Woman,Female,Off campus,
9/10/2021 19:21,2021,September,397,No,3,Agree slightly,sammamish WA 98074,19,"$175,000 - $299,999",Asian,2nd year undergraduate,No,College of Human Ecology,Woman,Female,Off campus,
9/10/2021 19:42,2021,September,398,No,1,Agree slightly,"Newtown Square, Pennsylvania 19073",21,"$100,000 - $174,999",Asian,4th year undergraduate,No,College of Human Ecology,Woman,Female,Off campus,
9/11/2021 9:47,2021,September,399,No,0,Agree strongly,"Cranbury, New Jersey 08512",19,"$175,000 - $299,999",White (of European descent),2nd year undergraduate,No,College of Human Ecology,Man,Male,On campus,
9/11/2021 11:53,2021,September,400,Yes,0,Don't know / not applicable,"Flushing, New York 11364",19,"$100,000 - $174,999","White (of European descent),Middle Eastern",2nd year undergraduate,No,College of Human Ecology,Woman,Female,On campus,
9/11/2021 17:34,2021,September,401,Yes,1,Disagree somewhat,"El Dorado Hills, CA 95762",21,"$40,000 - $59,999",White (of European descent),4th year undergraduate,No,College of Arts and Sciences,Woman,Female,Off campus,
9/11/2021 17:22,2021,September,402,No,0,Agree slightly,"Edison, New Jersey 08817",18,"$60,000 - $99,999",Mixed Race,1st year undergraduate,No,College of Agriculture and Life Sciences,Woman,Female,On campus,
9/12/2021 8:38,2021,September,403,No,5,Agree slightly,Elmsford NY 10523,20,"$175,000 - $299,999",Asian,3rd year undergraduate,Yes,College of Human Ecology,Woman,Female,On campus,
9/12/2021 9:29,2021,September,404,No,0,Don't know / not applicable,"Queens, New York, 11357",19,"$100,000 - $174,999",Asian,2nd year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
9/12/2021 11:08,2021,September,405,Yes,2,Agree slightly,"Santa Rosa, CA 95405",20,"Below $40,000","White (of European descent),Asian",3rd year undergraduate,No,College of Agriculture and Life Sciences,Woman,Female,Off campus,
9/12/2021 12:56,2021,September,406,No,5,Agree strongly,"bronxville, NY, 10708",18,"$300,000 - $499,999","White (of European descent),Middle Eastern,Unknown",1st year undergraduate,No,College of Agriculture and Life Sciences,Woman,Female,On campus,
9/12/2021 15:07,2021,September,407,No,0,Agree slightly,"Bishop, California, 93514",18,"$100,000 - $174,999","White (of European descent),Hispanic",1st year undergraduate,No,College of Agriculture and Life Sciences,Woman,Female,On campus,
9/12/2021 19:02,2021,September,408,No,0,Agree somewhat,"Verplanck, New York, 10596",18,"$60,000 - $99,999",White (of European descent),1st year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
9/12/2021 19:59,2021,September,409,No,0,Agree slightly,ithaca ny 14850,20,"More than $750,000","White (of European descent),Hispanic",3rd year undergraduate,No,College of Arts and Sciences,Woman,Female,Off campus,
9/12/2021 20:22,2021,September,410,No,3,Agree slightly,"Brockton, Massachusetts 02301",18,"$300,000 - $499,999","Black,Hispanic,Asian,Pacific Islander,Mixed Race",1st year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
9/13/2021 10:23,2021,September,411,No,0,Disagree somewhat,"Alkhobar, Saudi Arabia 31952",21,"$300,000 - $499,999",Middle Eastern,4th year undergraduate,No,College of Arts and Sciences,Woman,Female,Off campus,
9/13/2021 11:49,2021,September,412,No,2,Agree strongly,"Charlotte, North Carolina, 28210",20,"More than $750,000",White (of European descent),3rd year undergraduate,No,College of Arts and Sciences,Woman,Female,Off campus,
9/13/2021 13:15,2021,September,413,Yes,1,Agree somewhat,"Gainesville, Florida 32605",20,"$300,000 - $499,999",White (of European descent),3rd year undergraduate,No,College of Human Ecology,Woman,Female,Off campus,
9/13/2021 15:21,2021,September,414,No,3,Don't know / not applicable,"Queens, New York 11420",19,"Below $40,000",Asian,2nd year undergraduate,No,College of Engineering,Gender non-conforming,Female,On campus,
9/13/2021 16:10,2021,September,415,No,0,Agree somewhat,"Lancaster, PA 17602",19,"$175,000 - $299,999",White (of European descent),2nd year undergraduate,No,College of Engineering,Man,Male,Off campus,
9/14/2021 9:45,2021,September,416,No,0,Agree slightly,"Rochester, New York, 14617",20,"$175,000 - $299,999",White (of European descent),3rd year undergraduate,No,College of Engineering,Woman,Female,Off campus,
9/14/2021 10:37,2021,September,417,No,1,Agree slightly,"Montclair, NJ 07043",21,"$100,000 - $174,999",Asian,4th year undergraduate,No,College of Human Ecology,Woman,Female,Off campus,
9/14/2021 13:55,2021,September,418,No,1,Disagree slightly,"Oakton, Virginia 22124",21,"$300,000 - $499,999",Asian,4th year undergraduate,No,College of Engineering,Woman,Female,Off campus,
9/14/2021 15:49,2021,September,419,Yes,2,Don't know / not applicable,"Ithaca, NY, 14850",19,"$40,000 - $59,999","White (of European descent),Black",2nd year undergraduate,No,College of Arts and Sciences,Woman,Female,Off campus,
9/14/2021 16:31,2021,September,420,No,0,Agree somewhat,"Plattsburgh, New York, 12901",20,"$175,000 - $299,999",White (of European descent),3rd year undergraduate,No,College of Human Ecology,Man,Male,Off campus,
9/14/2021 18:03,2021,September,421,No,0,Agree slightly,"Almond, New York, 14804",18,"$100,000 - $174,999",White (of European descent),2nd year undergraduate,No,College of Human Ecology,Woman,Female,On campus,
9/14/2021 21:05,2021,September,422,No,2,Agree strongly,"Potomac, Maryland 20854",20,"$100,000 - $174,999",Asian,3rd year undergraduate,No,College of Human Ecology,Woman,Female,Off campus,
9/14/2021 21:32,2021,September,423,Yes,0,Don't know / not applicable,"Flowery Branch, Georgia, 30542",21,"$60,000 - $99,999",Hispanic,4th year undergraduate,No,College of Human Ecology,Woman,Female,Off campus,
9/15/2021 14:59,2021,September,424,No,0,Agree slightly,"Bunkyo City, Tokyo 113-0033",20,"$100,000 - $174,999",Asian,3rd year undergraduate,No,College of Arts and Sciences,Woman,Female,Off campus,
9/15/2021 21:28,2021,September,425,No,0,Agree strongly,"Roslyn, NY",20,"More than $750,000",White (of European descent),3rd year undergraduate,No,College of Human Ecology,Woman,Female,Off campus,
9/15/2021 18:44,2021,September,426,No,1,Agree somewhat,Sayreville NJ 08872,20,"$100,000 - $174,999",Black,3rd year undergraduate,No,College of Agriculture and Life Sciences,Woman,Female,Off campus,
9/16/2021 7:43,2021,September,427,No,0,Don't know / not applicable,"Taipei, Shanghai",20,"More than $750,000",Asian,3rd year undergraduate,No,College of Arts and Sciences,Man,Male,Off campus,
9/16/2021 9:00,2021,September,428,No,1,Agree somewhat,"Mendham, Nj 07945",21,"$300,000 - $499,999",White (of European descent),4th year undergraduate,No,College of Arts and Sciences,Woman,Female,Off campus,
9/16/2021 13:31,2021,September,429,No,2,Agree slightly,"Syosset, NY 11791",18,"$60,000 - $99,999",Asian,1st year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
9/16/2021 19:45,2021,September,430,Don't know,2,Agree slightly,N/A,20,"$60,000 - $99,999",Unknown,3rd year undergraduate,No,College of Human Ecology,Man,Male,Off campus,
9/16/2021 19:54,2021,September,431,No,0,Agree somewhat,"Sparta, New Jersey 07871",20,"$100,000 - $174,999",White (of European descent),3rd year undergraduate,No,College of Engineering,Woman,Female,Off campus,
9/17/2021 10:01,2021,September,432,No,2,Agree slightly,"Berwyn, Pennsylvania, 19312",18,"$100,000 - $174,999",Asian,1st year undergraduate,No,College of Arts and Sciences,Man,Male,On campus,
9/18/2021 11:55,2021,September,433,No,2,Agree slightly,"White Plains, New York, 10605",19,"$100,000 - $174,999","White (of European descent),Hispanic",3rd year undergraduate,No,College of Engineering,Man,Male,Off campus,
9/12/2021 8:18,2021,September,434,No,,Agree somewhat,,,,,,,,,,,
9/19/2021 12:49,2021,September,435,No,1,Agree slightly,"Hastings on Hudson, New York, 10706",18,"$500,000 - $749,999",White (of European descent),2nd year undergraduate,No,College of Human Ecology,Woman,Female,On campus,
9/19/2021 12:27,2021,September,436,No,4,Disagree slightly,"Beijing, China, 100089",20,"$175,000 - $299,999",Asian,3rd year undergraduate,No,College of Human Ecology,Woman,Female,Off campus,
9/19/2021 18:43,2021,September,437,No,1,Disagree somewhat,"Armonk, NY 10504",19,"$500,000 - $749,999",White (of European descent),2nd year undergraduate,Yes,College of Agriculture and Life Sciences,Man,Male,On campus,
9/20/2021 0:18,2021,September,438,No,3,Agree somewhat,"Redmond, WA 98053",21,"$100,000 - $174,999",Asian,4th year undergraduate,No,College of Engineering,Woman,Female,Off campus,
9/13/2021 9:26,2021,September,439,,6,,,,,,,,,,,,
9/13/2021 9:39,2021,September,440,,,,,,,,,,,,,,
9/13/2021 11:48,2021,September,441,,,,,,,,,,,,,,
9/20/2021 13:47,2021,September,442,No,3,Don't know / not applicable,"Ramsey, NJ 07446",19,"$100,000 - $174,999",Asian,2nd year undergraduate,No,College of Engineering,Woman,Female,On campus,
9/20/2021 17:45,2021,September,443,No,3,Agree slightly,International,20,"$40,000 - $59,999",Asian,4th year undergraduate,No,College of Human Ecology,Woman,Female,Off campus,
9/20/2021 21:08,2021,September,444,No,0,Agree somewhat,"Flanders, New Jersey 07836",19,"$100,000 - $174,999",White (of European descent),2nd year undergraduate,No,College of Engineering,Woman,Female,Off campus,
9/21/2021 7:55,2021,September,445,No,3,Agree slightly,Beijing 100070,20,"$175,000 - $299,999",Asian,3rd year undergraduate,No,SC Johnson College of Business,Woman,Female,Off campus,
9/21/2021 8:38,2021,September,446,No,1,Agree somewhat,"Taipei, Taiwan",21,"More than $750,000",Asian,3rd year undergraduate,No,SC Johnson College of Business,Woman,Female,Off campus,
9/21/2021 17:16,2021,September,447,No,4,Agree somewhat,"Camarillo, CA 93012",19,"$100,000 - $174,999",Asian,2nd year undergraduate,No,College of Engineering,Man,Male,On campus,
9/22/2021 10:29,2021,September,448,No,0,Agree slightly,"Weston, CT, 06883",18,"$500,000 - $749,999",White (of European descent),4th year undergraduate,No,College of Human Ecology,Woman,Female,Off campus,
9/22/2021 17:11,2021,September,449,No,0,Don't know / not applicable,Brooklyn NY 11234,19,"$100,000 - $174,999","Black,Mixed Race",2nd year undergraduate,No,College of Arts and Sciences,Woman,Female,Off campus,
9/23/2021 9:35,2021,September,450,No,0,Agree slightly,"Ithaca, NY, 14950",20,"$100,000 - $174,999",White (of European descent),3rd year undergraduate,No,College of Human Ecology,Man,Male,Off campus,
9/23/2021 11:00,2021,September,451,Yes,4,Agree slightly,"New York, NY 10027",20,"Below $40,000","White (of European descent),Asian,Mixed Race",3rd year undergraduate,Yes,College of Human Ecology,Woman,Female,Off campus,
9/23/2021 16:11,2021,September,452,No,5,Agree strongly,"Taipei, Taiwan",19,"$300,000 - $499,999",Asian,2nd year undergraduate,No,College of Arts and Sciences,Woman,Female,Off campus,
9/23/2021 17:56,2021,September,453,No,0,Agree somewhat,"Wellesley, Massachusetts, 02481",20,"$175,000 - $299,999",White (of European descent),3rd year undergraduate,No,College of Arts and Sciences,Woman,Female,Off campus,
9/23/2021 16:10,2021,September,454,No,1,Agree slightly,New Rochelle New York 10804,18,"$300,000 - $499,999",White (of European descent),1st year undergraduate,No,College of Human Ecology,Woman,Female,On campus,
9/23/2021 21:28,2021,September,455,No,1,Agree somewhat,"Nanjing, China",21,"$60,000 - $99,999",Asian,4th year undergraduate,No,College of Engineering,Woman,Female,Off campus,
9/24/2021 12:49,2021,September,456,No,0,Don't know / not applicable,"Hollis, New Hampshire 03029",20,"$300,000 - $499,999","White (of European descent),Hispanic",3rd year undergraduate,No,College of Engineering,Woman,Female,Off campus,
9/24/2021 16:41,2021,September,457,No,2,Disagree strongly,"Vernon Hills, Illinois 60061",19,"$300,000 - $499,999",Asian,2nd year undergraduate,No,College of Arts and Sciences,Man,Male,Off campus,
9/24/2021 17:15,2021,September,458,No,0,Agree slightly,"North Tonawanda, New York 14120",20,"$100,000 - $174,999","White (of European descent),Middle Eastern",3rd year undergraduate,No,College of Agriculture and Life Sciences,Man,Male,On campus,
9/25/2021 0:34,2021,September,459,No,2,Don't know / not applicable,Wuxi Jiangsu 214000,20,"$300,000 - $499,999",Asian,3rd year undergraduate,No,College of Arts and Sciences,Man,Male,Off campus,
9/25/2021 12:40,2021,September,460,Yes,2,Don't know / not applicable,NYC,18,"$100,000 - $174,999",Middle Eastern,2nd year undergraduate,Yes,School of Industrial and Labor Relations,Woman,Female,On campus,
9/26/2021 16:18,2021,September,461,No,1,Agree somewhat,"Carlisle, MA 01741",20,"$300,000 - $499,999","White (of European descent),Asian",3rd year undergraduate,No,College of Arts and Sciences,Woman,Female,Off campus,
9/26/2021 19:05,2021,September,462,No,1,Agree somewhat,"Tenafly, NJ, 07670",20,"$300,000 - $499,999",Asian,3rd year undergraduate,No,College of Arts and Sciences,Woman,Female,Off campus,
